Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Region,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,FearX,KT Rolster,0 - 1,2.0,14.4,Taliyah,Senna,Kalista,Varus,Lucian,Vi,Karma,"Orianna, Lee Sin","Smolder, Nautilus",Zeri,Nocturne,Rell,Viego,Gnar,Maokai,"K'Sante, Graves",Twisted Fate,Mid,Bot,Support,Top,Jungle,Mid,Jungle,Bot,Support,Top,SB,https://www.youtube.com/live/b0IN_YkkGUg?si=94vwds3HwEj-eRnU&t=8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,T1,Kwangdong Freecs,2 - 0,1.0,14.4,Nautilus,Orianna,K'Sante,Ashe,Kalista,Jayce,Senna,"Smolder, Hwei","Aatrox, Tahm Kench",Alistar,Ahri,Jax,Nocturne,Gwen,Gnar,"Taliyah, Vi",Volibear,Bot,Top,Support,Mid,Jungle,Bot,Mid,Support,Top,Jungle,SB,https://www.youtube.com/live/b0IN_YkkGUg?si=jdN74Infe38836SY&t=4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,Kwangdong Freecs,T1,0 - 1,2.0,14.4,Orianna,Senna,Jayce,Nautilus,Lucian,Draven,Ashe,"Kalista, Varus","Hwei, Jhin",Aatrox,K'Sante,Jarvan IV,Lee Sin,Ahri,Nocturne,"Jax, Sejuani",Taliyah,Support,Mid,Bot,Top,Jungle,Support,Bot,Top,Jungle,Mid,SB,https://www.youtube.com/live/b0IN_YkkGUg?si=Te9uzNn-C89FzUKO&t=1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,Gen.G,Hanwha Life Esports,2 - 0,1.0,14.4,Maokai,Senna,Vi,Lucian,Varus,Renata Glasc,Kalista,"Xayah, Sejuani","Alistar, Lee Sin",Rakan,LeBlanc,Jax,Rumble,Irelia,Taliyah,"Ahri, Jayce",Aatrox,Bot,Support,Jungle,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/1KP8YWIJTGs?si=hANS0cEeaS69Wmu5&t=16091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,Gen.G,Hanwha Life Esports,1 - 0,1.0,14.4,Maokai,Senna,Vi,Lee Sin,Varus,Kalista,Sejuani,"Zeri, Tristana","Lucian, Nami",Lulu,LeBlanc,Ivern,Hwei,Rell,Zac,"Taliyah, Jax",K'Sante,Jungle,Bot,Support,Mid,Top,Bot,Mid,Support,Jungle,Top,SB,https://www.youtube.com/live/1KP8YWIJTGs?si=gZaELB2iCjwRpHnG&t=13045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,DRX,OKSavingsBank BRION,1 - 2,2.0,14.4,Azir,Ashe,Nautilus,Kalista,Sejuani,Lucian,Senna,"Smolder, Rakan","Tahm Kench, Hwei",Karma,Vi,K'Sante,Xin Zhao,Lee Sin,Viego,"Nocturne, Udyr",Renekton,Bot,Support,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Top,SB,https://www.youtube.com/live/1KP8YWIJTGs?si=PX-Fp3ozt66Sole-&t=8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,OKSavingsBank BRION,DRX,1 - 1,1.0,14.4,Ashe,Nautilus,Kalista,Azir,Lucian,Senna,Sejuani,"Poppy, Varus","Zeri, Rakan",Taliyah,Tristana,Volibear,Akali,Maokai,Alistar,"Karma, Aatrox",Jax,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Mid,Support,Top,SB,https://www.youtube.com/live/1KP8YWIJTGs?si=h3_2X1gOQeIKxw0C&t=4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 7,OKSavingsBank BRION,DRX,0 - 1,2.0,14.4,Ashe,Nautilus,Kalista,Azir,Varus,Senna,Orianna,"Lucian, Nami","Zeri, Lulu",Vi,Nocturne,Karma,Sejuani,Hwei,Taliyah,"Volibear, K'Sante",Malphite,Mid,Bot,Support,Jungle,Top,Bot,Support,Jungle,Mid,Top,SB,https://www.youtube.com/live/1KP8YWIJTGs?si=JKJoG8U0F9hevrfJ&t=1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,DRX,Hanwha Life Esports,0 - 2,2.0,14.3,Vi,Senna,Maokai,Ashe,Kalista,Hwei,Sejuani,"Varus, Azir","Zeri, Nautilus",Poppy,Orianna,Udyr,Taliyah,K'Sante,Alistar,"Jax, Karma",Kennen,Jungle,Bot,Support,Top,Mid,Bot,Mid,Jungle,Support,Top,SB,https://www.youtube.com/live/mWvF5SILAy8?si=XzRkCzOTXQkNYR7Z&t=16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,DRX,Hanwha Life Esports,0 - 1,2.0,14.3,Vi,Senna,Maokai,Ashe,Kalista,Hwei,Sejuani,"Varus, Azir","Zeri, Nautilus",Poppy,Orianna,Udyr,Taliyah,Rakan,Rell,"Karma, Jax",K'Sante,Jungle,Bot,Support,Mid,Top,Bot,Mid,Jungle,Support,Top,SB,https://www.youtube.com/live/mWvF5SILAy8?si=zmZyb9M8b8zmrr-5&t=13761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Dplus KIA,KT Rolster,2 - 1,1.0,14.3,Nautilus,Senna,Taliyah,Lucian,Kalista,Varus,Azir,"Tristana, Maokai","Rell, Zeri",Kai'Sa,Rakan,Alistar,Jax,Twisted Fate,Leona,"Aatrox, Lulu",Gnar,Mid,Jungle,Bot,Top,Support,Mid,Jungle,Bot,Support,Top,SB,https://www.youtube.com/live/mWvF5SILAy8?si=UDmyldPputjOhcMw&t=8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,KT Rolster,Dplus KIA,1 - 1,1.0,14.3,Maokai,Senna,Rell,Azir,Renata Glasc,Kalista,Varus,"Karma, Smolder","Nautilus, Taliyah",Tahm Kench,Viego,Twisted Fate,Lee Sin,Nocturne,Sejuani,"Gnar, Poppy",Aatrox,Bot,Support,Mid,Top,Jungle,Mid,Bot,Support,Jungle,Top,SB,https://www.youtube.com/live/mWvF5SILAy8?si=r66OwVNXeA1IgtJO&t=5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,KT Rolster,Dplus KIA,0 - 1,2.0,14.3,Rell,Azir,Maokai,Senna,Renata Glasc,Kalista,Varus,"Karma, Lucian","Nautilus, Lee Sin",Nami,Taliyah,Twisted Fate,Udyr,Nocturne,Poppy,"Orianna, Rumble",Aatrox,Bot,Support,Jungle,Mid,Top,Mid,Bot,Support,Jungle,Top,SB,https://www.youtube.com/live/mWvF5SILAy8?si=7BSXkRAeawlP_Mdf&t=703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,OKSavingsBank BRION,T1,0 - 2,2.0,14.3,Kalista,Lee Sin,Ashe,Nautilus,Varus,Senna,Azir,"Lucian, Aatrox","Sejuani, K'Sante",Nami,Rakan,Corki,Zeri,Orianna,Taliyah,"Sivir, Yuumi",Vi,Mid,Jungle,Top,Bot,Support,Bot,Top,Support,Mid,Jungle,SB,https://www.youtube.com/live/h07E57sWYuE?si=aXOBDYFpRaJbF7Mu&t=14271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,T1,OKSavingsBank BRION,1 - 0,1.0,14.3,Nautilus,Ashe,Lee Sin,Kalista,Sejuani,Orianna,Senna,"Azir, Maokai","Aatrox, Tahm Kench",Smolder,Corki,K'Sante,Hwei,Milio,Udyr,"Taliyah, Viego",Xin Zhao,Bot,Top,Support,Mid,Jungle,Mid,Support,Bot,Top,Jungle,SB,https://www.youtube.com/live/h07E57sWYuE?si=WR_nxhb_yGWd6kAW&t=11200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Kwangdong Freecs,Nongshim RedForce,2 - 1,1.0,14.3,Vi,Kalista,Lucian,Hwei,Smolder,Senna,Varus,"Zeri, Maokai","Azir, Aatrox",Taliyah,Sejuani,K'Sante,Nautilus,Nocturne,Rakan,"Ashe, Rell",Jax,Bot,Mid,Top,Support,Jungle,Bot,Jungle,Mid,Support,Top,SB,https://www.youtube.com/live/h07E57sWYuE?si=YiLUSqmQcnFwYpXu&t=7412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Nongshim RedForce,Kwangdong Freecs,1 - 1,1.0,14.3,Kalista,Vi,Senna,Lucian,Smolder,Varus,Hwei,"Sejuani, Azir","Zeri, Maokai",Alistar,Rakan,Aatrox,Poppy,Miss Fortune,Kai'Sa,"K'Sante, Nautilus",Gnar,Mid,Bot,Jungle,Top,Support,Jungle,Mid,Support,Bot,Top,SB,https://www.youtube.com/live/h07E57sWYuE?si=xlmbSsN9kMWfjB_N&t=4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Kwangdong Freecs,Nongshim RedForce,1 - 0,1.0,14.3,Vi,Kalista,Lucian,Hwei,Smolder,Senna,Varus,"Zeri, Nocturne","Maokai, Azir",Taliyah,Renata Glasc,Alistar,Nautilus,K'Sante,Rakan,"Aatrox, Sejuani",Udyr,Bot,Support,Mid,Top,Jungle,Bot,Jungle,Mid,Support,Top,SB,https://www.youtube.com/live/h07E57sWYuE?si=8U3ClMbusKw9urB1&t=771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,KT Rolster,Gen.G,0 - 2,2.0,14.3,Twisted Fate,Senna,Renata Glasc,Taliyah,Kalista,Varus,Azir,"Corki, Nautilus","Smolder, Rell",Lee Sin,Xin Zhao,Kai'Sa,K'Sante,Rumble,Zeri,"Gnar, Maokai",Tristana,Mid,Bot,Support,Top,Jungle,Mid,Support,Jungle,Bot,Top,SB,https://www.youtube.com/live/HJ-ThNGSMpo?si=WAn2MZnbUI0Q-BW-&t=14807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Gen.G,KT Rolster,1 - 0,1.0,14.3,Taliyah,Senna,Renata Glasc,Nautilus,K'Sante,Lucian,Kalista,"Maokai, Varus","Azir, Alistar",Orianna,Rell,Lee Sin,Rumble,Vi,Viego,"Jax, Twisted Fate",Udyr,Bot,Mid,Support,Jungle,Top,Support,Bot,Mid,Jungle,Top,SB,https://www.youtube.com/live/HJ-ThNGSMpo?si=CVHepNLKj0fLUn8L&t=11790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,FearX,Hanwha Life Esports,1 - 2,2.0,14.3,Maokai,Senna,Lucian,Ashe,Kalista,Nocturne,Vi,"Varus, Azir","Zeri, Taliyah",Poppy,Nautilus,Rakan,Rell,Renata Glasc,Udyr,"Alistar, Darius",Tahm Kench,Jungle,Bot,Mid,Support,Top,Bot,Mid,Jungle,Top,Support,SB,https://www.youtube.com/live/HJ-ThNGSMpo?si=UYVZYcjaQouIyLcR&t=7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Hanwha Life Esports,FearX,1 - 1,1.0,14.3,Ashe,Lucian,Nautilus,Senna,Nocturne,Maokai,Vi,"Varus, Sejuani","Xayah, Rakan",Tahm Kench,Orianna,Yone,LeBlanc,Azir,Taliyah,"K'Sante, Akali",Gnar,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/HJ-ThNGSMpo?si=MMlZ5VL9iMkQHu1j&t=4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Hanwha Life Esports,FearX,0 - 1,2.0,14.3,Ashe,Lucian,Nautilus,Senna,Nocturne,Maokai,Varus,"Vi, Zeri","Azir, Poppy",Taliyah,Renata Glasc,Rakan,Gnar,Udyr,K'Sante,"Tahm Kench, Gwen",Rell,Bot,Mid,Jungle,Support,Top,Jungle,Bot,Mid,Top,Support,SB,https://www.youtube.com/live/HJ-ThNGSMpo?si=pevF_oFSo_Oulx3J&t=752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Nongshim RedForce,DRX,1 - 2,2.0,14.3,Ashe,Taliyah,Varus,Vi,Nautilus,Smolder,Azir,"Senna, Hwei","Zeri, Rakan",Maokai,Nocturne,Twisted Fate,K'Sante,Tahm Kench,Sejuani,"Rell, Aatrox",Jax,Mid,Bot,Support,Jungle,Top,Bot,Mid,Support,Jungle,Top,SB,https://www.youtube.com/live/xp-KS10UZwM?si=-uwxObHdB_68LM1p&t=15399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,DRX,Nongshim RedForce,1 - 1,1.0,14.3,Vi,Ashe,Taliyah,Varus,Smolder,Senna,Kalista,"Azir, Xayah","Hwei, Rakan",Nautilus,Sejuani,Poppy,Lee Sin,Maokai,Rell,"K'Sante, Xin Zhao",Twisted Fate,Bot,Mid,Support,Top,Jungle,Mid,Bot,Support,Jungle,Top,SB,https://www.youtube.com/live/xp-KS10UZwM?si=MMZDOWHxeeZgphOC&t=12017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Nongshim RedForce,DRX,1 - 0,1.0,14.3,Ashe,Taliyah,Sejuani,Vi,Senna,Poppy,Azir,"Varus, Orianna","Maokai, Smolder",Lee Sin,Udyr,Nautilus,Viego,Twisted Fate,Rakan,"Alistar, K'Sante",Gwen,Mid,Jungle,Bot,Support,Top,Bot,Mid,Jungle,Support,Top,SB,https://www.youtube.com/live/xp-KS10UZwM?si=opXuxWMraMN2NRYZ&t=8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,OKSavingsBank BRION,Dplus KIA,0 - 2,2.0,14.3,Rell,Orianna,Ashe,Azir,Senna,Nautilus,Hwei,"Vi, Lucian","K'Sante, Lee Sin",Nami,Kalista,LeBlanc,Xayah,Aatrox,Karma,"Sivir, Yuumi",Smolder,Mid,Top,Jungle,Bot,Support,Jungle,Bot,Support,Mid,Top,SB,https://www.youtube.com/live/xp-KS10UZwM?si=vcVlHcGfks8hx_Ez&t=3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Dplus KIA,OKSavingsBank BRION,1 - 0,1.0,14.3,Ashe,Rell,Orianna,Vi,Nautilus,Lee Sin,Azir,"Hwei, Smolder","Maokai, Aatrox",Sejuani,Lucian,K'Sante,Varus,Yone,Rakan,"Kalista, Renata Glasc",Jax,Mid,Jungle,Top,Bot,Support,Mid,Bot,Jungle,Support,Top,SB,https://www.youtube.com/live/xp-KS10UZwM?si=24EZ_nLrvsfPDZB7&t=770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,FearX,T1,0 - 2,2.0,14.3,Ashe,Senna,Aatrox,Nautilus,Lucian,Rakan,Varus,"Orianna, Kalista","Azir, Nocturne",K'Sante,Twisted Fate,Renata Glasc,Udyr,Vi,Jarvan IV,"Maokai, Zac",Hwei,Bot,Mid,Jungle,Support,Top,Mid,Bot,Top,Jungle,Support,SB,https://www.youtube.com/live/vT0DkLpMwr8?si=dyMv2qWzr74sKF2h&t=761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,T1,FearX,1 - 0,1.0,14.3,Lee Sin,Aatrox,Nautilus,Ashe,Milio,Lucian,Senna,"Azir, Sejuani","Tahm Kench, Corki",Rakan,Gnar,Varus,Poppy,Xayah,Tristana,"Twisted Fate, Viego",Jax,Bot,Support,Mid,Top,Jungle,Mid,Jungle,Support,Bot,Top,SB,https://www.youtube.com/live/T_ZiCGh95vs?si=i86GEUHxvGv5MUsR&t=11934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Kwangdong Freecs,Gen.G,0 - 2,2.0,14.3,Maokai,Senna,Udyr,Kalista,Lucian,Renata Glasc,Hwei,"Varus, Nautilus","Aatrox, Lee Sin",Twisted Fate,Alistar,Sejuani,Karma,Azir,Vi,"Ziggs, Pyke",LeBlanc,Mid,Top,Jungle,Bot,Support,Bot,Support,Top,Jungle,Mid,SB,https://www.youtube.com/live/T_ZiCGh95vs?si=npNRC1qCixEtECHJ&t=6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCK 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Week 6,Kwangdong Freecs,Gen.G,0 - 1,2.0,14.3,Udyr,Senna,Maokai,Kalista,Lucian,Renata Glasc,Vi,"Varus, Nautilus","Smolder, Hwei",Azir,Alistar,Twisted Fate,Aatrox,Lee Sin,K'Sante,"Poppy, Braum",Fiddlesticks,Jungle,Bot,Mid,Top,Support,Bot,Support,Mid,Top,Jungle,SB,https://www.youtube.com/live/T_ZiCGh95vs?si=wuLmicUvYdUaTMKu&t=2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
